"","사고년도","사고유형구분","시도시군구명","사고지역위치명","발생건수","사상자수","사망자수","중상자수","경상자수","부상자수","위도","경도","시도"
"1",2012,"스쿨존어린이","서울특별시 종로구1","서울특별시 종로구 혜화동(혜화초교 부근)",2,2,0,1,1,0,37.58841291,126.9996071,"서울"
"2",2012,"스쿨존어린이","서울특별시 성북구1","서울특별시 성북구 종암동(숭례초교 부근)",2,2,0,0,1,1,37.59550472,127.03573324,"서울"
"3",2012,"스쿨존어린이","서울특별시 성북구2","서울특별시 성북구 동소문동7가(정덕초교 부근)",2,2,0,2,0,0,37.59757144,127.01456358,"서울"
"4",2012,"스쿨존어린이","서울특별시 성북구3","서울특별시 성북구 석관동(석관초교 부근)",3,3,0,2,1,0,37.61042892,127.05959562,"서울"
"5",2012,"스쿨존어린이","서울특별시 도봉구1","서울특별시 도봉구 쌍문동(쌍문초교 부근)",2,2,0,0,2,0,37.64812892,127.02442976,"서울"
"6",2012,"스쿨존어린이","서울특별시 노원구1","서울특별시 노원구 상계동(동일초교 부근)",2,2,1,1,0,0,37.66443684,127.05682802,"서울"
"7",2012,"스쿨존어린이","서울특별시 구로구1","서울특별시 구로구 개봉동(개봉초교 부근)",2,3,0,1,0,2,37.48993952,126.8569301,"서울"
"8",2012,"스쿨존어린이","서울특별시 구로구2","서울특별시 구로구 개봉동(매봉초교 부근)",2,2,0,1,1,0,37.50392059,126.84583064,"서울"
"9",2012,"스쿨존어린이","서울특별시 송파구1","서울특별시 송파구 방이동(방산초교 부근)",2,2,0,0,2,0,37.50979654,127.12210103,"서울"
"10",2012,"스쿨존어린이","부산광역시 남구1","부산광역시 남구 용호동(용호초교 부근)",2,2,0,1,1,0,35.1225485,129.10966022,"부산"
"11",2012,"스쿨존어린이","부산광역시 남구2","부산광역시 남구 용호동(분포초교 부근)",2,2,0,1,1,0,35.12877156,129.11366244,"부산"
"12",2012,"스쿨존어린이","부산광역시 해운대구1","부산광역시 해운대구 반여동(장산초교 부근)",2,2,0,2,0,0,35.19955555,129.11910749,"부산"
"13",2012,"스쿨존어린이","부산광역시 금정구1","부산광역시 금정구 남산동(남산초교 부근)",3,3,0,1,1,1,35.26277537,129.08819714,"부산"
"14",2012,"스쿨존어린이","대구광역시 달서구1","대구광역시 달서구 두류동(성남초교 부근)",2,2,0,0,2,0,35.85302603,128.57150657,"대구"
"15",2012,"스쿨존어린이","광주광역시 북구1","광주광역시 북구 양산동(양산초교 부근)",2,2,0,1,1,0,35.20643137,126.87286938,"광주"
"16",2012,"스쿨존어린이","광주광역시 광산구1","광주광역시 광산구 운남동(금구초교 부근)",2,2,0,1,1,0,35.17766246,126.81490782,"광주"
"17",2012,"스쿨존어린이","대전광역시 대덕구1","대전광역시 대덕구 중리동(대전용전초교 부근)",2,2,0,1,1,0,36.3559508,127.43007758,"대전"
"18",2012,"스쿨존어린이","경기도 수원시 영통구1","경기도 수원시 영통구 매탄동(매탄초교 효동초교 부근)",2,2,0,1,1,0,37.26266404,127.04464749,"경기"
"19",2012,"스쿨존어린이","경기도 의정부시1","경기도 의정부시 장암동(동암초교 부근)",2,2,0,1,1,0,37.72334512,127.05349682,"경기"
"20",2012,"스쿨존어린이","경기도 부천시 원미구1","경기도 부천시 원미구 상동(송내초교 부근)",2,2,0,1,1,0,37.490115,126.76012163,"경기"
"21",2012,"스쿨존어린이","경기도 평택시1","경기도 평택시 장당동(장당초교 부근)",2,2,0,1,1,0,37.05039551,127.05735663,"경기"
"22",2012,"스쿨존어린이","경기도 안산시 단원구1","경기도 안산시 단원구 선부동(화랑초교 부근)",2,2,0,1,1,0,37.3314114,126.81807315,"경기"
"23",2012,"스쿨존어린이","경기도 안산시 단원구2","경기도 안산시 단원구 선부동(안산화정초교 부근)",3,3,0,2,1,0,37.3453435,126.81646112,"경기"
"24",2012,"스쿨존어린이","경기도 남양주시1","경기도 남양주시 가운동(가운초교 부근)",2,2,0,0,2,0,37.60065299,127.15688785,"경기"
"25",2012,"스쿨존어린이","강원도 동해시1","강원도 동해시 쇄운동(청운초교 부근)",2,2,0,1,1,0,37.48569878,129.10513716,"강원"
"26",2012,"스쿨존어린이","전라남도 광양시1","전라남도 광양시 중동(백운초교 부근)",2,2,0,0,2,0,34.9370074,127.69148092,"전라남도"
"27",2012,"스쿨존어린이","경상북도 구미시1","경상북도 구미시 사곡동(구미사곡초교 부근)",2,2,0,0,2,0,36.09896837,128.36014785,"경상북도"
"28",2012,"스쿨존어린이","경상북도 예천군1","경상북도 예천군 풍양면(풍양초교 부근)",3,3,0,0,3,0,36.51129446,128.30056732,"경상북도"
"29",2012,"스쿨존어린이","경상남도 창원시 진해구1","경상남도 창원시 진해구 용원동(안골포초교 부근)",2,4,0,0,4,0,35.10347408,128.80571258,"경상남도"
"30",2012,"스쿨존어린이","경상남도 사천시1","경상남도 사천시 사천읍(사천초교 부근)",2,2,0,1,1,0,35.08281411,128.09177019,"경상남도"
"31",2012,"스쿨존어린이","경상남도 김해시1","경상남도 김해시 삼방동(신어초교 부근)",2,2,0,2,0,0,35.24346501,128.91237721,"경상남도"
"32",2012,"스쿨존어린이","경상남도 거제시1","경상남도 거제시 일운면(마전초교 부근)",2,2,0,1,1,0,34.85922601,128.72125481,"경상남도"
"33",2012,"스쿨존어린이","경상남도 거창군1","경상남도 거창군 거창읍(거창초교 부근)",2,2,0,1,0,1,35.68783983,127.91109997,"경상남도"
"34",2012,"스쿨존어린이","제주특별자치도 제주시1","제주특별자치도 제주시 연동(신제주초교 부근)",2,2,0,1,1,0,33.48329964,126.49731728,"제주"
"35",2012,"스쿨존어린이","제주특별자치도 제주시2","제주특별자치도 제주시 애월읍(하귀초교 부근)",2,2,0,2,0,0,33.48016058,126.40189092,"제주"
"36",2012,"보행어린이","서울특별시 용산구1","서울특별시 용산구 한남동(순천향병원 부근)",3,3,0,0,2,1,37.5332951,127.00558622,"서울"
"37",2012,"보행어린이","서울특별시 성동구1","서울특별시 성동구 행당동(무학여고앞 부근)",4,5,0,0,5,0,37.55863534,127.0327244,"서울"
"38",2012,"보행어린이","서울특별시 광진구1","서울특별시 광진구 구의동(슬기유치원앞 부근)",3,3,0,2,1,0,37.55223187,127.09309471,"서울"
"39",2012,"보행어린이","서울특별시 광진구2","서울특별시 광진구 광장동(광장사거리 부근)",5,5,0,1,3,1,37.54433089,127.10364762,"서울"
"40",2012,"보행어린이","서울특별시 중랑구1","서울특별시 중랑구 중화동(태능시장 부근)",3,3,0,0,2,1,37.59809991,127.07693339,"서울"
"41",2012,"보행어린이","서울특별시 중랑구2","서울특별시 중랑구 중화동(성은교회앞 부근)",3,3,0,1,2,0,37.60301599,127.07722343,"서울"
"42",2012,"보행어린이","서울특별시 중랑구3","서울특별시 중랑구 묵동(브라운스톤태릉아파트(102동) 부근)",3,3,0,1,2,0,37.6180591,127.08296187,"서울"
"43",2012,"보행어린이","서울특별시 성북구1","서울특별시 성북구 종암동(종암동 근린생활시설 부근)",4,5,0,2,3,0,37.5991471,127.03391534,"서울"
"44",2012,"보행어린이","서울특별시 성북구2","서울특별시 성북구 석관동(석관초등학교 부근)",4,4,0,3,1,0,37.61151842,127.06014079,"서울"
"45",2012,"보행어린이","서울특별시 도봉구1","서울특별시 도봉구 쌍문동(쌍문3파출소 부근)",4,4,0,0,4,0,37.64838966,127.02521991,"서울"
"46",2012,"보행어린이","서울특별시 노원구1","서울특별시 노원구 공릉동(공릉역 부근)",3,4,0,1,3,0,37.6267563,127.07519447,"서울"
"47",2012,"보행어린이","서울특별시 은평구1","서울특별시 은평구 녹번동(서운빌딩 부근)",3,3,0,1,1,1,37.60272758,126.92708927,"서울"
"48",2012,"보행어린이","서울특별시 마포구1","서울특별시 마포구 용강동(신석초등교앞_대흥로_진입 부근)",3,3,0,1,1,1,37.54453203,126.93759111,"서울"
"49",2012,"보행어린이","서울특별시 마포구2","서울특별시 마포구 망원동(동교초교 부근)",4,4,0,2,2,0,37.55749038,126.90302647,"서울"
"50",2012,"보행어린이","서울특별시 양천구1","서울특별시 양천구 목동(국민건강보험공단양천지사 부근)",3,3,0,0,3,0,37.53582399,126.87748987,"서울"
"51",2012,"보행어린이","서울특별시 양천구2","서울특별시 양천구 목동(강서고등학교 부근)",4,4,0,0,3,1,37.53646723,126.86874046,"서울"
"52",2012,"보행어린이","서울특별시 양천구3","서울특별시 양천구 신월동(신길제1동하나은행 부근)",4,4,0,1,3,0,37.53051928,126.83731049,"서울"
"53",2012,"보행어린이","서울특별시 강서구1","서울특별시 강서구 화곡동(신정초교앞사거리 부근)",5,5,0,1,4,0,37.53161252,126.85463906,"서울"
"54",2012,"보행어린이","서울특별시 구로구1","서울특별시 구로구 오류동(오류1동새마을금고도서관 부근)",3,4,0,1,2,1,37.49729456,126.84238579,"서울"
"55",2012,"보행어린이","서울특별시 구로구2","서울특별시 구로구 오류동(오남중학교 부근)",3,3,0,3,0,0,37.48796841,126.83782579,"서울"
"56",2012,"보행어린이","서울특별시 구로구3","서울특별시 구로구 개봉동(개봉고가차도(남측) 부근)",4,4,0,2,2,0,37.49119353,126.85593766,"서울"
"57",2012,"보행어린이","서울특별시 금천구1","서울특별시 금천구 독산동(시흥4동사거리 부근)",4,4,0,0,4,0,37.46401808,126.90489542,"서울"
"58",2012,"보행어린이","서울특별시 금천구2","서울특별시 금천구 시흥동(은행나무오거리 부근)",4,6,0,1,5,0,37.45112497,126.908656,"서울"
"59",2012,"보행어린이","서울특별시 영등포구1","서울특별시 영등포구 신길동(대영고등학교 부근)",3,3,0,0,2,1,37.50381834,126.90552935,"서울"
"60",2012,"보행어린이","서울특별시 동작구1","서울특별시 동작구 상도동(상도동다빈모1프라자 부근)",3,3,0,1,2,0,37.49894481,126.9351841,"서울"
"61",2012,"보행어린이","서울특별시 관악구1","서울특별시 관악구 신림동(신성교(남단) 부근)",3,3,0,0,3,0,37.47004126,126.93711663,"서울"
"62",2012,"보행어린이","서울특별시 관악구2","서울특별시 관악구 봉천동(대주빌딩 부근)",3,3,0,2,1,0,37.47985565,126.95888757,"서울"
"63",2012,"보행어린이","서울특별시 송파구1","서울특별시 송파구 송파동(청원빌딩 부근)",3,3,0,0,2,1,37.50946704,127.11013403,"서울"
"64",2012,"보행어린이","서울특별시 송파구2","서울특별시 송파구 송파동(송파여성문화회관 부근)",3,3,0,0,3,0,37.50470486,127.11002397,"서울"
"65",2012,"보행어린이","서울특별시 송파구3","서울특별시 송파구 마천동(거여삼거리 부근)",3,3,0,2,1,0,37.49420693,127.15239543,"서울"
"66",2012,"보행어린이","서울특별시 송파구4","서울특별시 송파구 문정동(에코타워 부근)",4,4,0,1,2,1,37.48841642,127.1283839,"서울"
"67",2012,"보행어린이","서울특별시 송파구5","서울특별시 송파구 가락동(가락대림사거리 부근)",4,6,0,2,4,0,37.49846475,127.11984243,"서울"
"68",2012,"보행어린이","서울특별시 강동구1","서울특별시 강동구 명일동(삼환아파트 부근)",3,3,0,1,2,0,37.54856954,127.15262323,"서울"
"69",2012,"보행어린이","부산광역시 중구1","부산광역시 중구 대청동1가(대청사거리 부근)",3,3,0,2,1,0,35.10297638,129.02740471,"부산"
"70",2012,"보행어린이","부산광역시 영도구1","부산광역시 영도구 청학동(동성알미늄샤시 부근)",3,3,0,2,1,0,35.0924085,129.0653011,"부산"
"71",2012,"보행어린이","부산광역시 동래구1","부산광역시 동래구 복천동(대명아카데미 부근)",3,3,0,2,1,0,35.20313235,129.09066026,"부산"
"72",2012,"보행어린이","부산광역시 남구1","부산광역시 남구 용호동(LG메트로시티 부근)",3,3,0,1,2,0,35.1293528,129.1130587,"부산"
"73",2012,"보행어린이","부산광역시 북구1","부산광역시 북구 화명동(롯데드림어린이집 부근)",3,3,0,1,2,0,35.2361141,129.0136308,"부산"
"74",2012,"보행어린이","부산광역시 북구2","부산광역시 북구 구포동(구포지구대 부근)",4,4,1,1,2,0,35.19879454,129.00646381,"부산"
"75",2012,"보행어린이","부산광역시 해운대구1","부산광역시 해운대구 반송동(종근당약국 부근)",4,4,0,1,3,0,35.23006215,129.15868496,"부산"
"76",2012,"보행어린이","부산광역시 해운대구2","부산광역시 해운대구 재송동(세현빌라 부근)",4,6,0,1,5,0,35.1871376,129.12740217,"부산"
"77",2012,"보행어린이","부산광역시 금정구1","부산광역시 금정구 서동(축산알뜰마트 부근)",3,3,0,0,3,0,35.21826841,129.09566065,"부산"
"78",2012,"보행어린이","부산광역시 금정구2","부산광역시 금정구 남산동(예 플라워 부근)",3,3,0,1,1,1,35.26256535,129.08820468,"부산"
"79",2012,"보행어린이","부산광역시 금정구3","부산광역시 금정구 부곡동(부산정보관광고B 부근)",3,3,0,1,2,0,35.22313726,129.09153351,"부산"
"80",2012,"보행어린이","부산광역시 연제구1","부산광역시 연제구 거제동(창신카클리닉 부근)",3,3,0,1,1,1,35.19303529,129.06673043,"부산"
"81",2012,"보행어린이","부산광역시 기장군1","부산광역시 기장군 기장읍(이진할인마트 부근)",4,4,0,1,3,0,35.23789032,129.21089928,"부산"
"82",2012,"보행어린이","대구광역시 북구1","대구광역시 북구 읍내동(개미카부분정비 부근)",3,3,0,1,1,1,35.94547299,128.55029646,"대구"
"83",2012,"보행어린이","대구광역시 북구2","대구광역시 북구 대현동(도원식품 부근)",4,4,0,2,2,0,35.8839509,128.608387,"대구"
"84",2012,"보행어린이","대구광역시 북구3","대구광역시 북구 동천동(칠곡2차보성서한타운 부근)",4,5,0,3,2,0,35.93255676,128.55818528,"대구"
"85",2012,"보행어린이","대구광역시 수성구1","대구광역시 수성구 수성동4가(수성보성타운 부근)",3,3,0,1,2,0,35.86238404,128.61479626,"대구"
"86",2012,"보행어린이","대구광역시 수성구2","대구광역시 수성구 범어동(수한마루입시학원 부근)",3,3,0,2,1,0,35.85496619,128.6386804,"대구"
"87",2012,"보행어린이","대구광역시 수성구3","대구광역시 수성구 사월동(사월보성2차앞 부근)",3,4,0,2,2,0,35.84073685,128.71409299,"대구"
"88",2012,"보행어린이","대구광역시 수성구4","대구광역시 수성구 지산동(범어네거리서편 부근)",5,6,1,1,4,0,35.8238341,128.63479068,"대구"
"89",2012,"보행어린이","대구광역시 달서구1","대구광역시 달서구 진천동(월배지구대 부근)",3,4,0,0,2,2,35.81507605,128.52743987,"대구"
"90",2012,"보행어린이","대구광역시 달서구2","대구광역시 달서구 본동(세강병원북편 부근)",3,3,0,0,3,0,35.83890207,128.55317481,"대구"
"91",2012,"보행어린이","대구광역시 달서구3","대구광역시 달서구 이곡동(성서우방동편 부근)",3,3,0,0,3,0,35.8550703,128.5098754,"대구"
"92",2012,"보행어린이","대구광역시 달서구4","대구광역시 달서구 감삼동(원화여고 부근)",3,3,0,1,2,0,35.85023031,128.54532768,"대구"
"93",2012,"보행어린이","대구광역시 달서구5","대구광역시 달서구 월성동(월성주공4단지 부근)",4,4,0,1,3,0,35.8342667,128.53203925,"대구"
"94",2012,"보행어린이","대구광역시 달서구6","대구광역시 달서구 월성동(제이와이아이엔씨 부근)",4,4,0,1,3,0,35.82953637,128.52683799,"대구"
"95",2012,"보행어린이","대구광역시 달서구7","대구광역시 달서구 이곡동(성서동서서한아파트 부근)",4,4,0,1,3,0,35.85801548,128.50323488,"대구"
"96",2012,"보행어린이","대구광역시 달서구8","대구광역시 달서구 상인동(꼬꼬마놀이방 부근)",4,4,0,3,1,0,35.81094001,128.53682622,"대구"
"97",2012,"보행어린이","대구광역시 달성군1","대구광역시 달성군 논공읍(대신빌딩 부근)",4,4,0,1,3,0,35.72930354,128.44521187,"대구"
"98",2012,"보행어린이","인천광역시 남구1","인천광역시 남구 주안동(태광빌라 부근)",3,3,0,1,1,1,37.45317949,126.69505197,"인천"
"99",2012,"보행어린이","인천광역시 연수구1","인천광역시 연수구 송도동(극동엔지니어링(주) 부근)",4,4,0,3,1,0,37.39511454,126.65060402,"인천"
"100",2012,"보행어린이","인천광역시 남동구1","인천광역시 남동구 만수동(햇빛소비자유통 부근)",4,4,1,1,2,0,37.4634791,126.7240847,"인천"
"101",2012,"보행어린이","인천광역시 계양구1","인천광역시 계양구 임학동(임학DC마트 부근)",3,4,0,0,4,0,37.54623139,126.7374264,"인천"
"102",2012,"보행어린이","인천광역시 서구1","인천광역시 서구 심곡동(금성빌딩 부근)",3,3,0,1,2,0,37.54416679,126.68144403,"인천"
"103",2012,"보행어린이","광주광역시 서구1","광주광역시 서구 금호동(금호중학교 부근)",3,3,0,0,2,1,35.14005387,126.86015136,"광주"
"104",2012,"보행어린이","광주광역시 서구2","광주광역시 서구 쌍촌동(518기념공원앞 부근)",3,3,0,0,3,0,35.15884662,126.8569848,"광주"
"105",2012,"보행어린이","광주광역시 서구3","광주광역시 서구 풍암동(마르니 부근)",3,3,0,0,3,0,35.12647459,126.88283397,"광주"
"106",2012,"보행어린이","광주광역시 서구4","광주광역시 서구 동천동(죽림지하차도종료 인근)",3,3,0,1,2,0,35.17056017,126.86030842,"광주"
"107",2012,"보행어린이","광주광역시 서구5","광주광역시 서구 화정동(화정남초등학교 부근)",3,3,0,1,2,0,35.13812831,126.87300946,"광주"
"108",2012,"보행어린이","광주광역시 서구6","광주광역시 서구 쌍촌동(상무주공아파트앞 부근)",3,3,0,2,1,0,35.1612378,126.8632905,"광주"
"109",2012,"보행어린이","광주광역시 서구7","광주광역시 서구 금호동(텃밭 부근)",4,4,0,1,3,0,35.13070694,126.85506185,"광주"
"110",2012,"보행어린이","광주광역시 서구8","광주광역시 서구 치평동(원할머니보쌈 부근)",4,4,0,2,2,0,35.15257292,126.84753286,"광주"
"111",2012,"보행어린이","광주광역시 북구1","광주광역시 북구 중흥동(소등초등학교앞 부근)",3,3,0,2,1,0,35.16883677,126.91185556,"광주"
"112",2012,"보행어린이","광주광역시 북구2","광주광역시 북구 문흥동(옆구리터진김밥 부근)",4,4,0,1,2,1,35.18589912,126.91996792,"광주"
"113",2012,"보행어린이","광주광역시 북구3","광주광역시 북구 두암동(청아맨션앞교차로 부근)",4,6,0,1,5,0,35.1725314,126.93258201,"광주"
"114",2012,"보행어린이","광주광역시 광산구1","광주광역시 광산구 월계동(ASK 부근)",3,3,0,0,3,0,35.21468724,126.84259288,"광주"
"115",2012,"보행어린이","광주광역시 광산구2","광주광역시 광산구 신창동(신창3차호반베르디움 부근)",5,6,0,0,6,0,35.19862967,126.84014913,"광주"
"116",2012,"보행어린이","대전광역시 서구1","대전광역시 서구 괴정동(새한BC 부근)",3,3,0,2,1,0,36.33972386,127.38476423,"대전"
"117",2012,"보행어린이","대전광역시 서구2","대전광역시 서구 둔산동(김가네분식 부근)",5,5,0,4,1,0,36.35191643,127.38966562,"대전"
"118",2012,"보행어린이","대전광역시 유성구1","대전광역시 유성구 장대동(장대2교 부근)",3,3,0,0,3,0,36.36118935,127.33869353,"대전"
"119",2012,"보행어린이","울산광역시 중구1","울산광역시 중구 동동(서동경노당 부근)",3,3,0,0,3,0,35.57411512,129.34417443,"울산"
"120",2012,"보행어린이","울산광역시 동구1","울산광역시 동구 방어동(상가 부근)",3,3,0,0,3,0,35.48374789,129.41456599,"울산"
"121",2012,"보행어린이","경기도 수원시 장안구1","경기도 수원시 장안구 조원동(이천산업 부근)",3,3,0,1,1,1,37.30144243,127.01491966,"경기"
"122",2012,"보행어린이","경기도 성남시 수정구1","경기도 성남시 수정구 태평동(삼성로얄빌라 부근)",3,3,0,1,2,0,37.44346655,127.13259526,"경기"
"123",2012,"보행어린이","경기도 성남시 수정구2","경기도 성남시 수정구 신흥동(보건소삼거리 부근)",3,3,0,2,1,0,37.45097278,127.15085644,"경기"
"124",2012,"보행어린이","경기도 성남시 수정구3","경기도 성남시 수정구 양지동(단대동우체국 부근)",4,4,0,1,3,0,37.45422231,127.16045434,"경기"
"125",2012,"보행어린이","경기도 성남시 수정구4","경기도 성남시 수정구 태평동(태평고가사거리 부근)",4,5,0,1,4,0,37.44450754,127.12816998,"경기"
"126",2012,"보행어린이","경기도 성남시 중원구1","경기도 성남시 중원구 상대원동(우리집부동산 부근)",3,3,0,1,2,0,37.43878398,127.16571255,"경기"
"127",2012,"보행어린이","경기도 안양시 만안구1","경기도 안양시 만안구 박달동(박달사거리 부근)",3,3,0,1,2,0,37.40145293,126.91117331,"경기"
"128",2012,"보행어린이","경기도 안양시 만안구2","경기도 안양시 만안구 안양동(한남아파트 부근)",3,3,0,2,1,0,37.39119545,126.92584443,"경기"
"129",2012,"보행어린이","경기도 광명시1","경기도 광명시 소하동(소하사거리 부근)",3,3,0,0,3,0,37.43649231,126.87998068,"경기"
"130",2012,"보행어린이","경기도 평택시1","경기도 평택시 이충동(이충초등학교공사중 부근)",3,3,0,1,1,1,37.06353361,127.06715524,"경기"
"131",2012,"보행어린이","경기도 평택시2","경기도 평택시 장당동(이충지하차도 부근)",4,4,0,1,3,0,37.05129208,127.05730382,"경기"
"132",2012,"보행어린이","경기도 평택시3","경기도 평택시 서정동(지정초교사거리 부근)",4,4,0,1,3,0,37.06696727,127.0572177,"경기"
"133",2012,"보행어린이","경기도 평택시4","경기도 평택시 지산동(지산사거리 부근)",7,7,0,1,6,0,37.0792389,127.06334222,"경기"
"134",2012,"보행어린이","경기도 동두천시1","경기도 동두천시 송내동(동부화재사거리 부근)",3,4,0,0,2,2,37.90351715,127.05316787,"경기"
"135",2012,"보행어린이","경기도 안산시 상록구1","경기도 안산시 상록구 일동(정원하이츠 부근)",3,3,0,1,2,0,37.31072282,126.86723571,"경기"
"136",2012,"보행어린이","경기도 안산시 상록구2","경기도 안산시 상록구 사동(사동1299-8A 부근)",3,3,0,1,2,0,37.2975915,126.85004977,"경기"
"137",2012,"보행어린이","경기도 안산시 상록구3","경기도 안산시 상록구 수암동(선경드림타운 부근)",3,7,1,2,4,0,37.36334361,126.87672488,"경기"
"138",2012,"보행어린이","경기도 안산시 상록구4","경기도 안산시 상록구 본오동(본오중B 부근)",5,5,0,3,2,0,37.29241786,126.86681639,"경기"
"139",2012,"보행어린이","경기도 안산시 단원구1","경기도 안산시 단원구 고잔동(포도나무미술학원 부근)",3,3,0,2,1,0,37.33099563,126.82946581,"경기"
"140",2012,"보행어린이","경기도 안산시 단원구2","경기도 안산시 단원구 초지동(옛날막창구이 부근)",4,4,0,1,3,0,37.30762874,126.81602246,"경기"
"141",2012,"보행어린이","경기도 안산시 단원구3","경기도 안산시 단원구 선부동(기사촌사거리 부근)",4,4,0,1,3,0,37.34199659,126.8077131,"경기"
"142",2012,"보행어린이","경기도 안산시 단원구4","경기도 안산시 단원구 선부동(젬마파크빌 부근)",6,6,0,3,2,1,37.34563659,126.81600441,"경기"
"143",2012,"보행어린이","경기도 남양주시1","경기도 남양주시 화도읍((화도농협승리지점앞) 부근)",3,3,0,1,2,0,37.65734397,127.30369176,"경기"
"144",2012,"보행어린이","경기도 남양주시2","경기도 남양주시 호평동((대주파크빌앞) 부근)",3,4,0,1,3,0,37.66097707,127.24313355,"경기"
"145",2012,"보행어린이","경기도 남양주시3","경기도 남양주시 와부읍(도곡보석불가마 부근)",3,7,0,3,2,2,37.57915721,127.21996665,"경기"
"146",2012,"보행어린이","경기도 남양주시4","경기도 남양주시 도농동((청수숯불갈비) 부근)",4,5,0,0,5,0,37.60906492,127.15253628,"경기"
"147",2012,"보행어린이","경기도 남양주시5","경기도 남양주시 진접읍(유성가든 부근)",5,7,1,5,1,0,37.71632318,127.1809692,"경기"
"148",2012,"보행어린이","경기도 시흥시1","경기도 시흥시 신천동(신천사거리 부근)",3,3,0,0,3,0,37.43952657,126.78659154,"경기"
"149",2012,"보행어린이","경기도 시흥시2","경기도 시흥시 신천동(동진아파트 부근)",3,3,0,1,2,0,37.43632734,126.78988274,"경기"
"150",2012,"보행어린이","경기도 시흥시3","경기도 시흥시 대야동(우성아파트 부근)",4,4,0,0,2,2,37.4474106,126.79411076,"경기"
"151",2012,"보행어린이","경기도 시흥시4","경기도 시흥시 월곶동(경민건설(주) 부근)",4,4,0,2,2,0,37.38921643,126.73626516,"경기"
"152",2012,"보행어린이","경기도 시흥시5","경기도 시흥시 거모동(알곡감리교회 부근)",5,5,0,1,4,0,37.34607279,126.78295125,"경기"
"153",2012,"보행어린이","경기도 군포시1","경기도 군포시 산본동(세종아파트 부근)",3,3,0,1,2,0,37.3598386,126.9293175,"경기"
"154",2012,"보행어린이","경기도 하남시1","경기도 하남시 덕풍동(동해횟집 부근)",5,5,0,4,1,0,37.54115148,127.20027567,"경기"
"155",2012,"보행어린이","경기도 용인시 기흥구1","경기도 용인시 기흥구 보정동(보정119안전센터 부근)",3,4,0,1,3,0,37.31970091,127.11558578,"경기"
"156",2012,"보행어린이","경기도 용인시 기흥구2","경기도 용인시 기흥구 영덕동(태평양수원공장 부근)",3,3,0,2,1,0,37.27350157,127.07009908,"경기"
"157",2012,"보행어린이","경기도 용인시 기흥구3","경기도 용인시 기흥구 고매동(서원아파트 부근)",3,3,0,3,0,0,37.23167722,127.10945201,"경기"
"158",2012,"보행어린이","경기도 화성시1","경기도 화성시 능동((서해그랑블앞교차로) 부근)",4,4,0,3,1,0,37.19886644,127.07202137,"경기"
"159",2012,"보행어린이","경기도 양주시1","경기도 양주시 광사동(소반천A 부근)",3,3,0,2,1,0,37.79700908,127.080122,"경기"
"160",2012,"보행어린이","강원도 원주시1","강원도 원주시 단계동(삼익아파트 부근)",3,4,0,1,3,0,37.35131548,127.92883567,"강원"
"161",2012,"보행어린이","강원도 원주시2","강원도 원주시 단계동(합동청사 사거리 부근)",3,4,0,2,2,0,37.34378755,127.93398999,"강원"
"162",2012,"보행어린이","강원도 강릉시1","강원도 강릉시 포남동((송정아파트앞교차로) 부근)",3,4,0,1,3,0,37.77117297,128.91605859,"강원"
"163",2012,"보행어린이","강원도 동해시1","강원도 동해시 쇄운동(청운문구완구랜드 부근)",4,4,0,2,2,0,37.48548175,129.10478125,"강원"
"164",2012,"보행어린이","강원도 속초시1","강원도 속초시 조양동(이기호가정의학과 부근)",3,3,0,1,2,0,38.1901367,128.59734062,"강원"
"165",2012,"보행어린이","충청북도 청주시 상당구1","충청북도 청주시 상당구 용암동((용성초등학교) 부근)",3,3,0,2,1,0,36.62386518,127.51648848,"충청북도"
"166",2012,"보행어린이","충청북도 청주시 상당구2","충청북도 청주시 상당구 탑동((굿모닝메디칼) 부근)",4,6,0,3,3,0,36.63105628,127.50218577,"충청북도"
"167",2012,"보행어린이","충청북도 청주시 흥덕구1","충청북도 청주시 흥덕구 개신동((구룡1로구룡로) 부근)",4,4,0,1,2,1,36.62053973,127.44570376,"충청북도"
"168",2012,"보행어린이","충청북도 청주시 흥덕구2","충청북도 청주시 흥덕구 가경동((감나무골로감나무골1로) 부근)",4,4,0,1,3,0,36.61689308,127.44311314,"충청북도"
"169",2012,"보행어린이","충청북도 청주시 흥덕구3","충청북도 청주시 흥덕구 분평동((분평주공2단지아파트201동) 부근)",4,5,0,1,4,0,36.61209302,127.49269787,"충청북도"
"170",2012,"보행어린이","충청북도 충주시1","충청북도 충주시 칠금동(예지의원 부근)",3,4,0,1,3,0,36.98459738,127.92226771,"충청북도"
"171",2012,"보행어린이","충청북도 제천시1","충청북도 제천시 장락동((천일베리굿아파트103동) 부근)",4,4,0,2,2,0,37.15498715,128.22536485,"충청북도"
"172",2012,"보행어린이","충청북도 청원군1","충청북도 청원군 내수읍(진흥아파트 부근)",3,3,0,2,0,1,36.72198801,127.53540271,"충청북도"
"173",2012,"보행어린이","충청북도 영동군1","충청북도 영동군 영동읍(중앙사거리 부근)",4,4,0,3,1,0,36.17507298,127.77925067,"충청북도"
"174",2012,"보행어린이","충청남도 서산시1","충청남도 서산시 석림동(어린이보호구역 부근)",3,3,0,2,1,0,36.77193554,126.46375691,"충청남도"
